x,y,A,Theta,Phi,Pi,Psi_re,Psi_im
0,71,1.016521510165e+00,-9.580266728512e+00,1.617946341941e+00,1.001011979122e+00,-1.626480101199e+00,2.549573869598e-01
0,72,1.016362779955e+00,-9.582828508894e+00,1.617983710262e+00,1.001602890868e+00,-1.626564909864e+00,2.592416960461e-01
0,73,1.016185810101e+00,-9.585692067899e+00,1.618022202322e+00,1.002099871129e+00,-1.626378055532e+00,2.639896410085e-01
0,74,1.015991227659e+00,-9.588851095004e+00,1.618060953367e+00,1.002475833638e+00,-1.625873409921e+00,2.691819511009e-01
0,75,1.015779716558e+00,-9.592298684851e+00,1.618099093211e+00,1.002711157743e+00,-1.625017103603e+00,2.747994472908e-01
0,76,1.015552013602e+00,-9.596027312359e+00,1.618135765765e+00,1.002794827767e+00,-1.623789425786e+00,2.808234430084e-01
0,77,1.015308904152e+00,-9.600027206123e+00,1.618170148229e+00,1.002725029286e+00,-1.622186285722e+00,2.872334943207e-01
0,78,1.015051216640e+00,-9.604245685977e+00,1.618201469495e+00,1.002509163684e+00,-1.620231254200e+00,2.939418393666e-01
0,79,1.014779798009e+00,-9.607773245668e+00,1.618229027376e+00,1.002163282134e+00,-1.618220380830e+00,2.994770767901e-01
0,80,1.014495198216e+00,-9.596191367351e+00,1.618252204259e+00,1.001710979794e+00,-1.620417049552e+00,2.805140095654e-01
0,81,1.014193590399e+00,-9.401234289984e+00,1.618270480870e+00,1.001181827263e+00,-1.642723821149e+00,-3.868289646682e-02
0,82,1.013898239177e+00,-7.784092405797e+00,1.618283447820e+00,1.000609446172e+00,1.146489796540e-01,-1.637766706213e+00
0,83,1.013605188561e+00,-1.138177288781e+00,1.618290814706e+00,1.000029357108e+00,6.877192805151e-01,-1.489231478041e+00
0,84,1.013231888769e+00,4.785426085090e-01,1.618292416562e+00,9.994767396845e-01,1.454750790754e+00,7.546663030893e-01
0,85,1.012891665370e+00,6.726561520121e-01,1.618288217518e+00,9.989842463705e-01,1.280791301570e+00,1.020261229255e+00
0,86,1.012549884110e+00,6.829738294922e-01,1.618278311602e+00,9.985800043508e-01,1.269246400801e+00,1.032648415336e+00
0,87,1.012202646207e+00,6.777627222885e-01,1.618262920646e+00,9.982859245996e-01,1.273785920982e+00,1.025356578604e+00
0,88,1.011850558239e+00,6.714431091856e-01,1.618242389364e+00,9.981164161332e-01,1.279561432932e+00,1.016746892162e+00
0,89,1.011494584753e+00,6.649266984138e-01,1.618217177694e+00,9.980775777911e-01,1.285637223388e+00,1.007977532520e+00
0,90,1.011135697199e+00,6.582688135537e-01,1.618187850572e+00,9.981669114387e-01,1.291953365221e+00,9.991123485095e-01
0,91,1.010774848807e+00,6.514823112063e-01,1.618155065354e+00,9.983735705306e-01,1.298483043468e+00,9.901530434018e-01
0,92,1.010412969607e+00,6.445782436626e-01,1.618119557170e+00,9.986791276775e-01,1.305191510197e+00,9.810920771497e-01
0,93,1.010050962682e+00,6.375674855256e-01,1.618082122517e+00,9.990588152815e-01,1.312035796204e+00,9.719163398396e-01
0,94,1.009689700736e+00,6.304607583341e-01,1.618043601452e+00,9.994831655539e-01,1.318966625085e+00,9.626091030347e-01
0,95,1.009330022957e+00,6.232686018906e-01,1.618004858789e+00,9.999199515763e-01,1.325930842556e+00,9.531520996092e-01
0,96,1.008972732204e+00,6.160013462007e-01,1.617966764702e+00,1.000336310973e+00,1.332874164740e+00,9.435276610570e-01
0,97,1.008618592505e+00,6.086690857152e-01,1.617930175168e+00,1.000700919795e+00,1.339744075932e+00,9.337207711125e-01
0,98,1.008268326884e+00,6.012816559742e-01,1.617895912711e+00,1.000986077908e+00,1.346492691432e+00,9.237208985358e-01
0,99,1.007922615519e+00,5.938486126851e-01,1.617864747853e+00,1.001169569742e+00,1.353079396367e+00,9.135234872010e-01
0,100,1.007582094229e+00,5.863792132450e-01,1.617837381716e+00,1.001236176266e+00,1.359473079965e+00,9.031310056867e-01
0,101,1.007247353292e+00,5.788824006941e-01,1.617814430167e+00,1.001178735391e+00,1.365653807087e+00,8.925534899092e-01
0,102,1.006918936576e+00,5.713667900654e-01,1.617796409872e+00,1.000998677362e+00,1.371613803934e+00,8.818085487130e-01
0,103,1.006597340995e+00,5.638406570781e-01,1.617783726583e+00,1.000705997145e+00,1.377357680323e+00,8.709208408234e-01
0,104,1.006283016265e+00,5.563119291031e-01,1.617776665934e+00,1.000318664350e+00,1.382901863289e+00,8.599210689378e-01
0,105,1.005976364951e+00,5.487881783170e-01,1.617775386950e+00,9.998615097620e-01,1.388273271435e+00,8.488445697932e-01
0,106,1.005677742796e+00,5.412766169426e-01,1.617779918440e+00,9.993646627836e-01,1.393507311896e+00,8.377296050921e-01
0,107,1.005387459313e+00,5.337840944693e-01,1.617790158337e+00,9.988616432277e-01,1.398645327640e+00,8.266154752853e-01
0,108,1.005105778617e+00,5.263170967306e-01,1.617805876023e+00,9.983872319242e-01,1.403731658672e+00,8.155405854963e-01
0,109,1.004832920494e+00,5.188817467163e-01,1.617826717562e+00,9.979752563991e-01,1.408810504322e+00,8.045405904711e-01
0,110,1.004569061671e+00,5.114838069853e-01,1.617852213734e+00,9.976564302758e-01,1.413922784315e+00,7.936467343926e-01
0,111,1.004314337276e+00,5.041286835470e-01,1.617881790680e+00,9.974563787269e-01,1.419103193980e+00,7.828844834102e-01
0,112,1.004068842473e+00,4.968214310746e-01,1.617914782900e+00,9.973939684817e-01,1.424377635097e+00,7.722725258369e-01
0,113,1.003832634231e+00,4.895667593159e-01,1.617950448313e+00,9.974800411075e-01,1.429761180134e+00,7.618221892241e-01
0,114,1.003605733231e+00,4.823690405673e-01,1.617987985026e+00,9.977166240640e-01,1.435256696096e+00,7.515372967980e-01
0,115,1.003388125873e+00,4.752323180802e-01,1.618026549424e+00,9.980966667905e-01,1.440854216645e+00,7.414144595398e-01
0,116,1.003179766370e+00,4.681603152741e-01,1.618065275170e+00,9.986043200043e-01,1.446531109358e+00,7.314437756635e-01
0,117,1.002980578908e+00,4.611564456340e-01,1.618103292689e+00,9.992157464842e-01,1.452253040409e+00,7.216098872297e-01
0,118,1.002790459849e+00,4.542238231762e-01,1.618139748679e+00,9.999004218443e-01,1.457975693216e+00,7.118933247813e-01
0,119,1.002609279964e+00,4.473652733732e-01,1.618173825237e+00,1.000622855245e+00,1.463647152342e+00,7.022720557813e-01
0,120,1.002436886677e+00,4.405833444355e-01,1.618204758151e+00,1.001344633916e+00,1.469210821425e+00,6.927231418858e-01
0,121,1.002273106299e+00,4.338803188896e-01,1.618231853964e+00,1.002026673338e+00,1.474608706534e+00,6.832244043651e-01
0,122,1.002117746245e+00,4.272582263561e-01,1.618254505444e+00,1.002631538711e+00,1.479784866606e+00,6.737559982289e-01
0,123,1.001970597209e+00,4.207188817107e-01,1.618272205101e+00,1.003125694635e+00,1.484688799188e+00,6.643018360406e-01
0,124,1.001831435297e+00,4.142644323481e-01,1.618284556479e+00,1.003481540430e+00,1.489278226549e+00,6.548514997176e-01
0,125,1.001700024259e+00,4.079059076614e-01,1.618291282986e+00,1.003679108782e+00,1.493516286164e+00,6.454137876604e-01
0,126,1.001576137532e+00,4.017624605778e-01,1.618292236925e+00,1.003707868778e+00,1.497311729133e+00,6.361662448697e-01
0,127,1.001461578578e+00,3.967855334553e-01,1.618287693692e+00,1.003588031398e+00,1.500104366715e+00,6.285576545879e-01
1,0,1.001574909416e+00,5.903503815541e-01,1.623725866023e+00,1.031898152114e+00,1.394122950465e+00,9.341505189072e-01
1,1,1.001697754742e+00,5.978584813467e-01,1.623662900204e+00,1.031175363704e+00,1.386214710251e+00,9.440088366898e-01
1,2,1.001831188131e+00,6.071249802062e-01,1.623472717397e+00,1.028980236255e+00,1.374497563164e+00,9.547919848488e-01
1,3,1.001972739276e+00,6.167186118537e-01,1.623160458099e+00,1.025466743288e+00,1.360543252388e+00,9.645799500956e-01
1,4,1.002122640186e+00,6.264607973136e-01,1.622733112948e+00,1.020843389877e+00,1.344837376659e+00,9.732695500515e-01
1,5,1.002281145307e+00,6.363351712605e-01,1.622200239644e+00,1.015379475172e+00,1.327789174844e+00,9.810541441935e-01
1,6,1.002448495972e+00,6.463386460967e-01,1.621573760803e+00,1.009386837008e+00,1.309843532345e+00,9.882024407298e-01
1,7,1.002624917825e+00,6.564686217878e-01,1.620867700228e+00,1.003198983002e+00,1.291462838373e+00,9.950229004493e-01
1,8,1.002810618525e+00,6.667221686491e-01,1.620097872036e+00,9.971500122575e-01,1.273098352357e+00,1.001842797452e+00
1,9,1.003005785398e+00,6.770959693394e-01,1.619281529297e+00,9.915548721894e-01,1.255163874511e+00,1.008988008843e+00
1,10,1.003210583054e+00,6.875862985360e-01,1.618436979750e+00,9.866920994884e-01,1.238013904556e+00,1.016763858046e+00
1,11,1.003425150986e+00,6.981890043376e-01,1.617583176941e+00,9.827897697471e-01,1.221927148901e+00,1.025437947241e+00
1,12,1.003649601143e+00,7.088994900656e-01,1.616739295751e+00,9.800150008475e-01,1.207095627971e+00,1.035225631778e+00
1,13,1.003884015537e+00,7.197126965592e-01,1.615924301755e+00,9.784670773431e-01,1.193619221086e+00,1.046278526459e+00
1,14,1.004128443864e+00,7.306230851263e-01,1.615156524063e+00,9.781741075464e-01,1.181505254566e+00,1.058676269995e+00
1,15,1.004382901180e+00,7.416246213241e-01,1.614453241365e+00,9.790930785447e-01,1.170672661536e+00,1.072421713869e+00
1,16,1.004647365648e+00,7.527107597502e-01,1.613830290668e+00,9.811131979142e-01,1.160960260957e+00,1.087439716718e+00
1,17,1.004921776371e+00,7.638744300423e-01,1.613301707807e+00,9.840624515109e-01,1.152138747767e+00,1.103579765082e+00
1,18,1.005206031345e+00,7.751080242852e-01,1.612879408142e+00,9.877173102526e-01,1.143925989257e+00,1.120622646258e+00
1,19,1.005499985543e+00,7.864033860377e-01,1.612572914979e+00,9.918154423183e-01,1.136005138916e+00,1.138291313971e+00
1,20,1.005803449160e+00,7.977518011927e-01,1.612389142174e+00,9.960711095245e-01,1.128044892300e+00,1.156265875779e+00
1,21,1.006116186038e+00,8.091439908917e-01,1.612332236117e+00,1.000192655798e+00,1.119720941047e+00,1.174202286713e+00
1,22,1.006437912293e+00,8.205701067116e-01,1.612403480884e+00,1.003901171005e+00,1.110737385846e+00,1.191753888770e+00
1,23,1.006768295162e+00,8.320197283439e-01,1.612601268857e+00,1.006949100565e+00,1.100846625723e+00,1.208594460458e+00
1,24,1.007106952105e+00,8.434818639823e-01,1.612921137508e+00,1.009137349341e+00,1.089866133708e+00,1.224441031368e+00
1,25,1.007453450162e+00,8.549449536228e-01,1.613355871471e+00,1.010329370497e+00,1.077690624590e+00,1.239074476450e+00
1,26,1.007807305594e+00,8.663968754779e-01,1.613895667424e+00,1.010460882630e+00,1.064298446659e+00,1.252355914879e+00
1,27,1.008167983828e+00,8.778249556850e-01,1.614528357852e+00,1.009544224503e+00,1.049751561554e+00,1.264237234600e+00
1,28,1.008534899715e+00,8.892159814768e-01,1.615239688310e+00,1.007666889745e+00,1.034189138259e+00,1.274764619848e+00
1,29,1.008907418110e+00,9.005562179588e-01,1.616013641629e+00,1.004984396972e+00,1.017815467439e+00,1.284074689647e+00
1,30,1.009284854798e+00,9.118314286157e-01,1.616832801399e+00,1.001708236745e+00,1.000883481404e+00,1.292383634705e+00
1,31,1.009666477764e+00,9.230268996397e-01,1.617678746233e+00,9.980900959429e-01,9.836755463823e-01,1.299970434121e+00
1,32,1.010051508813e+00,9.341274681443e-01,1.618532465689e+00,9.944038245726e-01,9.664833269714e-01,1.307155733104e+00
1,33,1.010439125546e+00,9.451175542940e-01,1.619374788293e+00,9.909266587922e-01,9.495884122277e-01,1.314278210581e+00
1,34,1.010828463693e+00,9.559811973411e-01,1.620186811978e+00,9.879210730557e-01,9.332450923675e-01,1.321670263182e+00
1,35,1.011218619798e+00,9.667020955272e-01,1.620950327260e+00,9.856183653133e-01,9.176662674697e-01,1.329634633828e+00
1,36,1.011608654241e+00,9.772636497118e-01,1.621648223786e+00,9.842047589881e-01,9.030130439297e-01,1.338423304332e+00
1,37,1.011997594610e+00,9.876490087078e-01,1.622264871329e+00,9.838105058382e-01,8.893882063553e-01,1.348219641082e+00
1,38,1.012384439385e+00,9.978410525579e-01,1.622786466966e+00,9.845022454667e-01,8.768335653066e-01,1.359124452592e+00
1,39,1.012768162021e+00,1.007820480786e+00,1.623201340992e+00,9.862787412157e-01,8.653334520357e-01,1.371144907015e+00
1,40,1.013147717566e+00,1.017517646868e+00,1.623500215053e+00,9.890700593727e-01,8.548856196351e-01,1.384148963433e+00
1,41,1.013522096327e+00,1.025847017542e+00,1.623676407059e+00,9.927402554628e-01,8.468610668428e-01,1.397051599351e+00
1,42,1.013891140512e+00,1.015679294200e+00,1.623725978577e+00,9.970936298921e-01,8.651389457874e-01,1.395007512230e+00
1,43,1.014265169159e+00,7.869388964232e-01,1.623647821636e+00,1.001884565109e+00,1.164865733999e+00,1.168460770049e+00
1,44,1.014725595904e+00,-1.135183955423e+00,1.623443683139e+00,1.006830818203e+00,6.998733493197e-01,-1.503708715203e+00
1,45,1.015068696311e+00,-9.051139770431e+00,1.623118126373e+00,1.011629899365e+00,-1.551741911799e+00,-6.083675647551e-01
1,46,1.015289450722e+00,-1.097390563731e+01,1.622678430416e+00,1.015977831729e+00,-3.626639959733e-02,1.673418645686e+00
1,47,1.015599551790e+00,-1.120393139624e+01,1.622134429539e+00,1.019589209248e+00,3.474529639279e-01,1.643382357105e+00
1,48,1.015907950600e+00,-1.121602548871e+01,1.621498295943e+00,1.022217121496e+00,3.682163480504e-01,1.643139076283e+00
1,49,1.016201738004e+00,-1.121026148722e+01,1.620784270403e+00,1.023671285430e+00,3.591952046086e-01,1.647325350069e+00
1,50,1.016480757519e+00,-1.120376601186e+01,1.620008346500e+00,1.023832692798e+00,3.484712838127e-01,1.649546769012e+00
1,51,1.016744128892e+00,-1.119762124574e+01,1.619187915185e+00,1.022663293421e+00,3.378586286697e-01,1.649362138859e+00
1,52,1.016990957343e+00,-1.119189281258e+01,1.618341377306e+00,1.020209683742e+00,3.275251640701e-01,1.646847138583e+00
1,53,1.017220392460e+00,-1.118659531626e+01,1.617487732540e+00,1.016600396015e+00,3.175726721798e-01,1.642230728943e+00
1,54,1.017431635800e+00,-1.118174050535e+01,1.616646153758e+00,1.012037081106e+00,3.081101373135e-01,1.635862886618e+00
1,55,1.017623945620e+00,-1.117733918414e+01,1.615835556287e+00,1.006780523358e+00,2.992507540253e-01,1.628190489296e+00
1,56,1.017796641218e+00,-1.117340122902e+01,1.615074171752e+00,1.001132908247e+00,2.911062010687e-01,1.619727674552e+00
1,57,1.017949106947e+00,-1.116993554325e+01,1.614379136194e+00,9.954180117242e-01,2.837816381315e-01,1.611022831289e+00
1,58,1.018080795867e+00,-1.116695001432e+01,1.613766101933e+00,9.899609788441e-01,2.773717901704e-01,1.602624987639e+00
1,59,1.018191233019e+00,-1.116445147575e+01,1.613248882174e+00,9.850691464666e-01,2.719581984388e-01,1.595052009878e+00
1,60,1.018280018272e+00,-1.116244567395e+01,1.612839136700e+00,9.810150170090e-01,2.676075521177e-01,1.588762434322e+00
1,61,1.018346828745e+00,-1.116093724016e+01,1.612546106069e+00,9.780220983760e-01,2.643708969526e-01,1.584132092367e+00
1,62,1.018391420793e+00,-1.115992966788e+01,1.612376400635e+00,9.762539720300e-01,2.622834558308e-01,1.581436097274e+00
1,63,1.018413634655e+00,-1.115942529566e+01,1.612333849453e+00,9.758066936909e-01,2.613647917281e-01,1.580836339391e+00
1,64,1.018413634655e+00,-1.115942529566e+01,1.612419412690e+00,9.767044926647e-01,2.616191454067e-01,1.582374769780e+00
1,65,1.018391420793e+00,-1.115992966788e+01,1.612631159649e+00,9.788987061695e-01,2.630355520342e-01,1.585970855599e+00
1,66,1.018346828745e+00,-1.116093724016e+01,1.612964312951e+00,9.822699274962e-01,2.655879964580e-01,1.591425052403e+00
1,67,1.018280018272e+00,-1.116244567395e+01,1.613411357790e+00,9.866334084211e-01,2.692356614269e-01,1.598428375694e+00
1,68,1.018191233019e+00,-1.116445147575e+01,1.613962213652e+00,9.917477798572e-01,2.739231048908e-01,1.606576310316e+00
1,69,1.018080795867e+00,-1.116695001432e+01,1.614604464353e+00,9.973270914619e-01,2.795808299781e-01,1.615388586966e+00
1,70,1.017949106947e+00,-1.116993554325e+01,1.615323640924e+00,1.003055991972e+00,2.861264364935e-01,1.624334205911e+00
1,71,1.017796641218e+00,-1.117340122902e+01,1.616103550608e+00,1.008607578038e+00,2.934665853147e-01,1.632860956055e+00
1,72,1.017623945620e+00,-1.117733918414e+01,1.616926644237e+00,1.013663065266e+00,3.014999382490e-01,1.640428053654e+00
1,73,1.017431635800e+00,-1.118174050535e+01,1.617774413388e+00,1.017932048048e+00,3.101211165045e-01,1.646539868080e+00
1,74,1.017220392460e+00,-1.118659531626e+01,1.618627808136e+00,1.021171802405e+00,3.192255653276e-01,1.650778164403e+00
1,75,1.016990957343e+00,-1.119189281258e+01,1.619467665836e+00,1.023203937347e+00,3.287150414937e-01,1.652830026145e+00
1,76,1.016744128892e+00,-1.119762124574e+01,1.620275141226e+00,1.023926781008e+00,3.385031888547e-01,1.652508760182e+00
1,77,1.016480757519e+00,-1.120376601186e+01,1.621032128195e+00,1.023322219387e+00,3.485176496627e-01,1.649766249474e+00
1,78,1.016201738004e+00,-1.121026148722e+01,1.621721663903e+00,1.021456252973e+00,3.586252675203e-01,1.644711529501e+00
1,79,1.015907950600e+00,-1.121602548871e+01,1.622328306383e+00,1.018473213297e+00,3.670555337733e-01,1.637959025725e+00
1,80,1.015599551790e+00,-1.120393139624e+01,1.622838477445e+00,1.014584268426e+00,3.458974564147e-01,1.636025120676e+00
1,81,1.015289450722e+00,-1.097390563731e+01,1.623240763542e+00,1.010051422924e+00,-3.606734486146e-02,1.664233782832e+00
1,82,1.015068696311e+00,-9.051139770431e+00,1.623526168186e+00,1.005168591133e+00,-1.542218499867e+00,-6.046338672368e-01
1,83,1.014725595904e+00,-1.135183955423e+00,1.623688310606e+00,1.000241450326e+00,6.953976841936e-01,-1.494092551561e+00
1,84,1.014265169159e+00,7.869388964232e-01,1.623723566478e+00,9.955676753237e-01,1.157575246266e+00,1.161147782240e+00
1,85,1.013891140512e+00,1.015679294200e+00,1.623631147803e+00,9.914188776082e-01,8.601649470025e-01,1.386987106139e+00
1,86,1.013522096327e+00,1.025847017542e+00,1.623413120268e+00,9.880252041508e-01,8.427022030610e-01,1.390190795938e+00
