x,y,A,Theta,Phi,Pi,Psi_re,Psi_im
0,115,1.003415756997e+00,1.651963094775e-01,1.618025357653e+00,9.916819010682e-01,1.588128236424e+00,2.647657871180e-01
0,116,1.003205809282e+00,1.626689183497e-01,1.618070260869e+00,9.939134716999e-01,1.592078577717e+00,2.612904604560e-01
0,117,1.003005092229e+00,1.601678215795e-01,1.618114318846e+00,9.966031499144e-01,1.596761215764e+00,2.579594212185e-01
0,118,1.002813502861e+00,1.576940885818e-01,1.618156544846e+00,9.996194569151e-01,1.601964860065e+00,2.547354355890e-01
0,119,1.002630912315e+00,1.552487121392e-01,1.618195995052e+00,1.002808130395e+00,1.607441514652e+00,2.515776687576e-01
0,120,1.002457168097e+00,1.528327381112e-01,1.618231789362e+00,1.006000615006e+00,1.612920044398e+00,2.484443808277e-01
0,121,1.002292096351e+00,1.504478302017e-01,1.618263130630e+00,1.009023761166e+00,1.618121597004e+00,2.452964065546e-01
0,122,1.002135504131e+00,1.480984401163e-01,1.618289321970e+00,1.011710203824e+00,1.622775761134e+00,2.421031807489e-01
0,123,1.001987181789e+00,1.457988396050e-01,1.618309781793e+00,1.013908817758e+00,1.626635751908e+00,2.388564899446e-01
0,124,1.001846907182e+00,1.435913999974e-01,1.618324056483e+00,1.015495110205e+00,1.629491011853e+00,2.356023809518e-01
0,125,1.001714490901e+00,1.415813745717e-01,1.618331835740e+00,1.016386317444e+00,1.631183971059e+00,2.325008642277e-01
0,126,1.001590599632e+00,1.399737126748e-01,1.618333076041e+00,1.016595381640e+00,1.631690665831e+00,2.298971962524e-01
0,127,1.001487178945e+00,1.390543593605e-01,1.618329543639e+00,1.016426233024e+00,1.631457767888e+00,2.283349187779e-01
1,0,1.001586550124e+00,3.731381774045e-01,1.619166365841e+00,1.033311350316e+00,1.560445129160e+00,6.108797061916e-01
1,1,1.001695608933e+00,3.756167751087e-01,1.619154287184e+00,1.032506477913e+00,1.557869916900e+00,6.143290028815e-01
1,2,1.001827479286e+00,3.799511926743e-01,1.619116573491e+00,1.030233763545e+00,1.551937438696e+00,6.197757279253e-01
1,3,1.001968605143e+00,3.853707495380e-01,1.619054556704e+00,1.026591978157e+00,1.543240004827e+00,6.260210446774e-01
1,4,1.002118124505e+00,3.913231481234e-01,1.618969652472e+00,1.021798416415e+00,1.532446184887e+00,6.322910857923e-01
1,5,1.002276225731e+00,3.975248103006e-01,1.618863738220e+00,1.016132882039e+00,1.520160835454e+00,6.382830381322e-01
1,6,1.002443144597e+00,4.038616149458e-01,1.618739156734e+00,1.009918356694e+00,1.506948467114e+00,6.439983150186e-01
1,7,1.002619104746e+00,4.102951502583e-01,1.618598669077e+00,1.003499936072e+00,1.493355904580e+00,6.495831696116e-01
1,8,1.002804312295e+00,4.168134570798e-01,1.618445395942e+00,9.972230883869e-01,1.479909031490e+00,6.552385124952e-01
1,9,1.002998953138e+00,4.234120838745e-01,1.618282750629e+00,9.914132690031e-01,1.467093881351e+00,6.611771850415e-01
1,10,1.003203190478e+00,4.300882410801e-01,1.618114364981e+00,9.863581519539e-01,1.455334074355e+00,6.676022402832e-01
1,11,1.003417162411e+00,4.368392799060e-01,1.617944009693e+00,9.822932189616e-01,1.444971011560e+00,6.746931002340e-01
1,12,1.003640979506e+00,4.436623427989e-01,1.617775510632e+00,9.793910392712e-01,1.436249212936e+00,6.825951305076e-01
1,13,1.003874722412e+00,4.505542849106e-01,1.617612662938e+00,9.777542834624e-01,1.429307340746e+00,6.914115203889e-01
1,14,1.004118439491e+00,4.575116506599e-01,1.617459144833e+00,9.774123565399e-01,1.424174772509e+00,7.011973137563e-01
1,15,1.004372144499e+00,4.645306606351e-01,1.617318433160e+00,9.783214946233e-01,1.420773410570e+00,7.119556687837e-01
1,16,1.004635814341e+00,4.716072007184e-01,1.617193722702e+00,9.803682034548e-01,1.418924435642e+00,7.236365018995e-01
1,17,1.004909386916e+00,4.787368122028e-01,1.617087851325e+00,9.833759691189e-01,1.418359778196e+00,7.361377198114e-01
1,18,1.005192759079e+00,4.859146828380e-01,1.617003232910e+00,9.871151840930e-01,1.418738094571e+00,7.493092567707e-01
1,19,1.005485784733e+00,4.931356389157e-01,1.616941799884e+00,9.913161590939e-01,1.419664926965e+00,7.629600799734e-01
1,20,1.005788273085e+00,5.003941385414e-01,1.616904956925e+00,9.956849101187e-01,1.420716468888e+00,7.768681778456e-01
1,21,1.006099987085e+00,5.076842662391e-01,1.616893547151e+00,9.999211283798e-01,1.421465966844e+00,7.907932980916e-01
1,22,1.006420642058e+00,5.149997290420e-01,1.616907831775e+00,1.003737399478e+00,1.421511328648e+00,8.044918762904e-01
1,23,1.006749904576e+00,5.223338542189e-01,1.616947483777e+00,1.006878406286e+00,1.420502080230e+00,8.177332408846e-01
1,24,1.007087391557e+00,5.296795887864e-01,1.617011595821e+00,1.009138611419e+00,1.418163533835e+00,8.303158667657e-01
1,25,1.007432669644e+00,5.370295009498e-01,1.617098702147e+00,1.010376847945e+00,1.414316005926e+00,8.420822533680e-01
1,26,1.007785254861e+00,5.443757836117e-01,1.617206813837e+00,1.010526401050e+00,1.408887213123e+00,8.529309865220e-01
1,27,1.008144612565e+00,5.517102600767e-01,1.617333466428e+00,1.009599542773e+00,1.401916572047e+00,8.628247356698e-01
1,28,1.008510157722e+00,5.590243920624e-01,1.617475778547e+00,1.007686038196e+00,1.393550953539e+00,8.717933239818e-01
1,29,1.008881255502e+00,5.663092900588e-01,1.617630519943e+00,1.004945782962e+00,1.384032355798e+00,8.799315284513e-01
1,30,1.009257222216e+00,5.735557255528e-01,1.617794187097e+00,1.001596345152e+00,1.373678802996e+00,8.873918288473e-01
1,31,1.009637326603e+00,5.807541404109e-01,1.617963084426e+00,9.978966639955e-01,1.362860404915e+00,8.943728255289e-01
1,32,1.010020791461e+00,5.878946164251e-01,1.618133409045e+00,9.941284318419e-01,1.351972860579e+00,9.011043729474e-01
1,33,1.010406795662e+00,5.949665407393e-01,1.618301337021e+00,9.905767324999e-01,1.341410889901e+00,9.078303626839e-01
1,34,1.010794476597e+00,6.019562469609e-01,1.618463109118e+00,9.875113567202e-01,1.331545143169e+00,9.147881785504e-01
1,35,1.011182933617e+00,6.088325266172e-01,1.618615114117e+00,9.851699298172e-01,1.322713522658e+00,9.221727319835e-01
1,36,1.011571235408e+00,6.154671611652e-01,1.618753967949e+00,9.837436488755e-01,1.315277777959e+00,9.300170809764e-01
1,37,1.011958446346e+00,6.212490405990e-01,1.618876587045e+00,9.833661136009e-01,1.309976306061e+00,9.376762254236e-01
1,38,1.012343737590e+00,6.234554056995e-01,1.618980254481e+00,9.841054988473e-01,1.309469858296e+00,9.416901064183e-01
1,39,1.012726826724e+00,6.114408355761e-01,1.619062677728e+00,9.859601799364e-01,1.323746200645e+00,9.280330455690e-01
1,40,1.013109480601e+00,5.499022884124e-01,1.619122036978e+00,9.888578738589e-01,1.382938075027e+00,8.477006307662e-01
1,41,1.013499746345e+00,3.434182219055e-01,1.619157023250e+00,9.926583643086e-01,1.533850825351e+00,5.484858701500e-01
1,42,1.013921014795e+00,-2.047581405649e-01,1.619166865662e+00,9.971598850280e-01,1.602847122691e+00,-3.328608809711e-01
1,43,1.014420926610e+00,-1.361127661199e+00,1.619151347431e+00,1.002109190529e+00,3.425843710217e-01,-1.609918602809e+00
1,44,1.015019539680e+00,-3.235980224869e+00,1.619110810368e+00,1.007215203501e+00,-1.647918771228e+00,1.560066142276e-01
1,45,1.015363101519e+00,-5.464993289437e+00,1.619046147793e+00,1.012165875404e+00,1.137358806008e+00,1.214513421568e+00
1,46,1.015428664770e+00,-7.340258350289e+00,1.618958785974e+00,1.016647545016e+00,8.213181111046e-01,-1.455574072689e+00
1,47,1.015588964666e+00,-8.497452437195e+00,1.618850654390e+00,1.020365678875e+00,-1.006501210812e+00,-1.342086347273e+00
1,48,1.015869109450e+00,-9.046864578573e+00,1.618724145269e+00,1.023065507327e+00,-1.563629315884e+00,-6.207533888045e-01
1,49,1.016174883769e+00,-9.254994351298e+00,1.618582063072e+00,1.024550823789e+00,-1.660912640931e+00,-2.847370035435e-01
1,50,1.016454953967e+00,-9.318586817052e+00,1.618427564768e+00,1.024699176920e+00,-1.676194847026e+00,-1.786691443737e-01
1,51,1.016715295413e+00,-9.333061372666e+00,1.618264091961e+00,1.023471904626e+00,-1.676854904320e+00,-1.542281054203e-01
1,52,1.016957938086e+00,-9.333718482899e+00,1.618095296110e+00,1.020917930151e+00,-1.672995896799e+00,-1.527645990503e-01
1,53,1.017182873617e+00,-9.331200558892e+00,1.617924958318e+00,1.017170899181e+00,-1.666660179167e+00,-1.564185678686e-01
1,54,1.017389518978e+00,-9.328226916319e+00,1.617756905304e+00,1.012439971182e+00,-1.658602754153e+00,-1.606393041786e-01
