x,y,A,Theta,Phi,Pi,Psi_re,Psi_im
0,0,1.001490969667e+00,1.294238185442e-01,1.618033988750e+00,1.000000000000e+00,1.606893698100e+00,2.091393558166e-01
0,1,1.001592702568e+00,1.302314753247e-01,1.618033988750e+00,1.000000000000e+00,1.606887474577e+00,2.104584825600e-01
0,2,1.001716433764e+00,1.316670392628e-01,1.618033988750e+00,1.000000000000e+00,1.606782160722e+00,2.127913384301e-01
0,3,1.001848964338e+00,1.334935275520e-01,1.618033988750e+00,1.000000000000e+00,1.606603350992e+00,2.157542919243e-01
0,4,1.001989383622e+00,1.355258026621e-01,1.618033988750e+00,1.000000000000e+00,1.606386681286e+00,2.190496018498e-01
0,5,1.002137859796e+00,1.376587829549e-01,1.618033988750e+00,1.000000000000e+00,1.606153765772e+00,2.225084588176e-01
0,6,1.002294613663e+00,1.398453549012e-01,1.618033988750e+00,1.000000000000e+00,1.605914552826e+00,2.260552487784e-01
0,7,1.002459854787e+00,1.420678600729e-01,1.618033988750e+00,1.000000000000e+00,1.605672850183e+00,2.296616973717e-01
0,8,1.002633776130e+00,1.443203465426e-01,1.618033988750e+00,1.000000000000e+00,1.605429952474e+00,2.333183405105e-01
0,9,1.002816551561e+00,1.466006697434e-01,1.618033988750e+00,1.000000000000e+00,1.605186302291e+00,2.370218299847e-01
0,10,1.003008333563e+00,1.489076934677e-01,1.618033988750e+00,1.000000000000e+00,1.604942091927e+00,2.407704357655e-01
0,11,1.003209250959e+00,1.512404573727e-01,1.618033988750e+00,1.000000000000e+00,1.604697445222e+00,2.445627079554e-01
0,12,1.003419406643e+00,1.535979609126e-01,1.618033988750e+00,1.000000000000e+00,1.604452464758e+00,2.483971289175e-01
0,13,1.003638875325e+00,1.559791114565e-01,1.618033988750e+00,1.000000000000e+00,1.604207242580e+00,2.522720290471e-01
0,14,1.003867701311e+00,1.583827106556e-01,1.618033988750e+00,1.000000000000e+00,1.603961862403e+00,2.561855639096e-01
0,15,1.004105896319e+00,1.608074488522e-01,1.618033988750e+00,1.000000000000e+00,1.603716400174e+00,2.601357042424e-01
0,16,1.004353437373e+00,1.632519011706e-01,1.618033988750e+00,1.000000000000e+00,1.603470924488e+00,2.641202286137e-01
0,17,1.004610264779e+00,1.657145241180e-01,1.618033988750e+00,1.000000000000e+00,1.603225497149e+00,2.681367168662e-01
